"","V1"
"117.txt",4
"1180.txt",1
"1181.txt",4
"1182.txt",4
"1183.txt",4
"1184.txt",1
"1185.txt",2
"1186.txt",2
"1187.txt",1
"1188.txt",3
"1189.txt",5
"118.txt",2
"1190.txt",2
"1191.txt",4
"1192.txt",1
"1193.txt",4
"1194.txt",2
"1195.txt",1
"1196.txt",4
"1197.txt",2
"1198.txt",2
"1199.txt",1
"119.txt",1
"11.txt",3
"1200.txt",5
"1201.txt",1
"1202.txt",1
"1203.txt",4
"1204.txt",2
"1205.txt",4
"1206.txt",3
"1207.txt",4
"1208.txt",4
"1209.txt",3
"120.txt",1
"1210.txt",3
"1211.txt",1
"1212.txt",4
"1213.txt",4
"1214.txt",2
"1215.txt",1
"1216.txt",1
"1217.txt",3
"1218.txt",2
"1219.txt",4
"121.txt",4
"1220.txt",4
"1221.txt",4
"1222.txt",4
"1223.txt",4
"1224.txt",3
"1225.txt",4
"1226.txt",4
"1227.txt",5
"1228.txt",5
"1229.txt",5
"122.txt",4
"1230.txt",2
"1231.txt",4
"1232.txt",5
"1233.txt",2
"1234.txt",4
"1236.txt",4
"1237.txt",2
"1238.txt",3
"1239.txt",1
"123.txt",4
"1240.txt",4
"1241.txt",3
"1242.txt",5
"1243.txt",3
"1244.txt",1
"1245.txt",1
"1246.txt",2
"1247.txt",4
"1248.txt",1
"1249.txt",1
"1250.txt",3
"1252.txt",1
"1253.txt",2
"1254.txt",1
"1255.txt",2
"1256.txt",1
"1257.txt",5
"1258.txt",1
"1259.txt",5
"125.txt",4
"1260.txt",5
"1261.txt",5
"1262.txt",1
"1263.txt",1
"1264.txt",3
"1265.txt",5
"1266.txt",5
"1267.txt",4
"1268.txt",3
"1269.txt",1
"126.txt",4
"1270.txt",1
"1271.txt",5
"1272.txt",5
"1273.txt",2
"1274.txt",5
"1275.txt",2
"1276.txt",5
"1277.txt",2
"1278.txt",2
"1279.txt",5
"127.txt",1
"1280.txt",3
"1281.txt",1
"1282.txt",5
"1283.txt",5
"1284.txt",5
"1285.txt",5
"1286.txt",5
"1287.txt",5
"1288.txt",1
"1289.txt",5
"128.txt",1
"1290.txt",5
"1291.txt",5
"1292.txt",3
"1293.txt",5
"1294.txt",2
"1295.txt",1
"1296.txt",1
"1297.txt",1
"1298.txt",5
"1299.txt",5
"129.txt",1
"12.txt",4
"1300.txt",5
"1301.txt",5
"1302.txt",5
"1303.txt",1
"1304.txt",5
"1305.txt",5
"1306.txt",5
"1307.txt",2
"1308.txt",3
"1309.txt",3
"130.txt",2
"1310.txt",2
"1311.txt",5
"1312.txt",3
"1313.txt",5
"1314.txt",3
"1315.txt",3
"1317.txt",5
"1318.txt",3
"1319.txt",4
"131.txt",2
"1320.txt",2
"1321.txt",1
"1322.txt",3
"1323.txt",1
"1324.txt",3
"1325.txt",5
"1326.txt",2
"1327.txt",3
"1328.txt",3
"1329.txt",2
"132.txt",2
"1330.txt",2
"1331.txt",1
"1332.txt",3
"1333.txt",5
"1334.txt",5
"1335.txt",2
"1336.txt",4
"1337.txt",3
"1338.txt",2
"1339.txt",5
"133.txt",2
"1340.txt",5
"1341.txt",5
"1342.txt",5
"1343.txt",2
"1344.txt",2
"1345.txt",5
"1346.txt",3
"1347.txt",2
"1348.txt",4
"1349.txt",2
"134.txt",2
"1350.txt",5
"1351.txt",2
"1352.txt",5
"1353.txt",2
"1354.txt",5
"1355.txt",1
"1357.txt",1
"1358.txt",1
"1359.txt",2
"135.txt",5
"1360.txt",1
"1361.txt",3
"1362.txt",1
"1363.txt",1
"1364.txt",1
"1365.txt",1
"1366.txt",1
"1367.txt",2
"1368.txt",1
"1369.txt",1
"136.txt",3
"1370.txt",1
"1371.txt",1
"1372.txt",1
"1373.txt",1
"1374.txt",1
"1375.txt",4
"1376.txt",4
"1377.txt",2
"1378.txt",5
"1379.txt",2
"137.txt",3
"1380.txt",1
"1381.txt",5
"1382.txt",1
"1383.txt",1
"1384.txt",4
"1385.txt",1
"1386.txt",2
"1387.txt",2
"1388.txt",1
"1389.txt",2
"138.txt",3
"1390.txt",1
"1391.txt",1
"1392.txt",3
"1393.txt",1
"1394.txt",1
"1395.txt",1
"1396.txt",1
"1397.txt",3
"1398.txt",1
"1399.txt",4
"139.txt",4
"13.txt",2
"1400.txt",4
"1401.txt",4
"1402.txt",2
"1403.txt",1
"1404.txt",5
"1405.txt",2
"1406.txt",1
"1407.txt",3
"1408.txt",2
"1409.txt",2
"140.txt",1
"1410.txt",5
"1411.txt",1
"1412.txt",1
"1413.txt",3
"1414.txt",1
"1415.txt",1
"1416.txt",1
"1417.txt",5
"1418.txt",4
"1419.txt",4
"141.txt",1
"1420.txt",4
"1421.txt",3
"1422.txt",5
"1423.txt",4
"1424.txt",3
"1425.txt",1
"1426.txt",5
"1427.txt",1
"1428.txt",1
"1429.txt",1
"142.txt",3
"1430.txt",3
"1431.txt",5
"1432.txt",1
"1433.txt",3
"1434.txt",1
"1435.txt",1
"1436.txt",1
"1437.txt",1
"1438.txt",1
"1439.txt",4
"143.txt",5
"1440.txt",1
"1441.txt",1
"1442.txt",1
"1443.txt",3
"1444.txt",3
"1445.txt",4
"1446.txt",1
"1447.txt",5
"1448.txt",2
"1449.txt",1
"144.txt",2
"1450.txt",1
"1451.txt",1
"1452.txt",1
"1453.txt",1
"1454.txt",2
"1455.txt",1
"1456.txt",5
"1457.txt",3
"1458.txt",1
"1459.txt",3
"145.txt",4
"1460.txt",1
"1461.txt",4
"1462.txt",1
"1463.txt",1
"1464.txt",1
"1465.txt",1
"1466.txt",4
"1467.txt",3
"1468.txt",1
"1469.txt",1
"146.txt",2
"1470.txt",4
"1471.txt",1
"1472.txt",1
"1473.txt",1
"1474.txt",1
"1475.txt",5
"1476.txt",1
"1477.txt",1
"1478.txt",1
"1479.txt",1
"147.txt",1
"1480.txt",1
"1481.txt",1
"1482.txt",1
"1483.txt",3
"1484.txt",1
"1485.txt",1
"1486.txt",2
"1487.txt",1
"1488.txt",2
"1489.txt",3
"148.txt",3
"1490.txt",3
"1491.txt",3
"1492.txt",2
"1493.txt",5
"1494.txt",3
"1495.txt",5
"1496.txt",2
"1497.txt",3
"1498.txt",5
"1499.txt",5
"149.txt",3
"14.txt",2
"1500.txt",1
"1501.txt",2
"1502.txt",1
"1503.txt",2
"1504.txt",3
"1505.txt",2
"1506.txt",2
"1507.txt",3
"1508.txt",3
"1509.txt",1
"150.txt",1
"1510.txt",5
"1511.txt",2
"1512.txt",1
"1513.txt",5
"1514.txt",1
"1515.txt",2
"1516.txt",1
"1517.txt",3
"1518.txt",2
"1519.txt",1
"151.txt",2
"1520.txt",5
"1521.txt",5
"1522.txt",3
"1523.txt",1
"1524.txt",4
"1525.txt",4
"1526.txt",3
"1527.txt",5
"1528.txt",3
"1529.txt",1
"152.txt",4
"1530.txt",3
"1531.txt",3
"1532.txt",4
"1533.txt",3
"1534.txt",4
"1535.txt",1
"1536.txt",1
"1537.txt",1
"1538.txt",3
"1539.txt",4
"153.txt",2
"1540.txt",4
"1541.txt",3
"1542.txt",3
"1543.txt",3
"1544.txt",2
"1545.txt",1
"1546.txt",2
"1547.txt",4
"1548.txt",4
"1549.txt",1
"154.txt",1
"1550.txt",2
"1551.txt",4
"1552.txt",4
"1553.txt",4
"1554.txt",4
"1555.txt",3
"1556.txt",2
"1557.txt",4
"1558.txt",4
"1559.txt",4
"155.txt",3
"1560.txt",5
"1561.txt",5
"1562.txt",1
"1563.txt",1
"1564.txt",4
"1565.txt",2
"1566.txt",2
"1567.txt",1
"1568.txt",3
"1569.txt",5
"156.txt",5
"1570.txt",4
"1571.txt",1
"1572.txt",1
"1573.txt",1
"1574.txt",5
"1575.txt",1
"1576.txt",3
"1577.txt",1
"1578.txt",5
"1579.txt",1
"157.txt",2
"1580.txt",3
"1581.txt",1
"1582.txt",5
"1583.txt",1
"1584.txt",1
"1585.txt",2
"1586.txt",1
"1587.txt",4
"1588.txt",1
"1589.txt",5
"1590.txt",1
"1591.txt",5
"1592.txt",2
"1593.txt",4
"1594.txt",2
"1595.txt",1
"1596.txt",1
"1597.txt",3
"1598.txt",3
"1599.txt",3
"159.txt",2
"15.txt",4
"1600.txt",1
"1601.txt",2
"1602.txt",3
"1603.txt",3
"1604.txt",2
"1605.txt",2
"1606.txt",3
"1607.txt",2
"1608.txt",3
"1609.txt",1
"160.txt",5
"1610.txt",3
"1611.txt",1
"1612.txt",1
"1613.txt",3
"1614.txt",5
"1615.txt",5
"1616.txt",5
"1617.txt",3
"1618.txt",1
"1619.txt",3
"161.txt",2
"1620.txt",3
"1621.txt",4
"1622.txt",3
"1623.txt",3
"1624.txt",1
"1625.txt",3
"1626.txt",3
"1627.txt",2
"1628.txt",1
"1629.txt",3
"162.txt",2
"1630.txt",2
"1631.txt",5
"1632.txt",3
"1634.txt",3
"1635.txt",3
"1636.txt",3
"1637.txt",3
"1638.txt",3
"1639.txt",3
"163.txt",1
"1640.txt",2
"1641.txt",3
"1642.txt",3
"1643.txt",3
"1644.txt",3
"1645.txt",2
"1646.txt",5
"1647.txt",5
"1648.txt",3
"1649.txt",3
"164.txt",4
"1650.txt",3
"1651.txt",3
"1652.txt",2
"1653.txt",3
"1654.txt",5
"1655.txt",1
"1656.txt",3
"1657.txt",2
"1658.txt",1
"1659.txt",3
"165.txt",2
"1660.txt",3
"1661.txt",3
"1662.txt",1
"1663.txt",3
"1664.txt",3
"1665.txt",5
"1666.txt",3
"1667.txt",2
"1668.txt",4
"1669.txt",3
"166.txt",3
"1670.txt",1
"1671.txt",4
"1672.txt",3
"1673.txt",2
"1674.txt",4
"1675.txt",3
"1676.txt",3
"1677.txt",3
"1678.txt",4
"1679.txt",3
"167.txt",2
"1680.txt",1
"1681.txt",3
"1682.txt",3
"1683.txt",3
"1684.txt",3
"1685.txt",3
"1686.txt",1
"1687.txt",3
"1688.txt",1
"1689.txt",2
"168.txt",4
"1690.txt",2
"1691.txt",3
"1692.txt",2
"1693.txt",2
"1694.txt",3
"1695.txt",2
"1696.txt",1
"1697.txt",2
"1698.txt",3
"1699.txt",3
"169.txt",4
"16.txt",2
"1700.txt",3
"1701.txt",3
"1702.txt",3
"1703.txt",3
"1704.txt",3
"1705.txt",3
"1706.txt",2
"1707.txt",1
"1708.txt",5
"1709.txt",2
"170.txt",4
"1710.txt",3
"1711.txt",3
"1712.txt",3
"1713.txt",2
"1714.txt",3
"1715.txt",3
"1716.txt",1
"1717.txt",3
"1718.txt",5
"1719.txt",2
"171.txt",1
"1720.txt",2
"1721.txt",2
"1722.txt",3
"1723.txt",3
"1724.txt",3
"1725.txt",3
"1726.txt",5
"1727.txt",3
"1728.txt",1
"1729.txt",3
"172.txt",4
"1730.txt",3
"1731.txt",2
"1732.txt",3
"1733.txt",3
"1734.txt",5
"1735.txt",2
"1736.txt",5
"1737.txt",5
"1738.txt",1
"1739.txt",2
"173.txt",4
"1740.txt",3
"1741.txt",3
"1742.txt",3
"1743.txt",2
"1744.txt",2
"1745.txt",3
"1746.txt",3
"1747.txt",3
"1748.txt",4
"1749.txt",2
"174.txt",4
"1750.txt",3
"1751.txt",3
"1752.txt",3
"1753.txt",1
"1754.txt",3
"1755.txt",1
"1756.txt",3
"1757.txt",5
"1758.txt",3
"1759.txt",3
"175.txt",1
"1760.txt",2
"1761.txt",3
"1762.txt",3
"1763.txt",1
"1764.txt",2
"1765.txt",5
"1766.txt",5
"1768.txt",3
"1769.txt",3
"176.txt",2
"1770.txt",5
"1771.txt",3
"1772.txt",3
"1773.txt",3
"1774.txt",3
"1775.txt",4
"1776.txt",3
"1777.txt",5
"1778.txt",1
"1779.txt",3
"177.txt",4
"1780.txt",3
"1781.txt",1
"1782.txt",2
"1783.txt",4
"1784.txt",3
"1785.txt",2
"1786.txt",3
"1787.txt",3
"1788.txt",5
"1789.txt",5
"178.txt",2
"1790.txt",1
"1791.txt",3
"1792.txt",2
"1793.txt",3
"1794.txt",3
"1795.txt",3
"1796.txt",3
"1797.txt",1
"1798.txt",2
"1799.txt",3
"179.txt",4
"17.txt",2
"1800.txt",2
"1801.txt",5
"1802.txt",5
"1803.txt",5
"1804.txt",4
"1805.txt",1
"1806.txt",2
"1807.txt",3
"1809.txt",2
"180.txt",4
"1810.txt",5
"1811.txt",5
"1812.txt",4
"1813.txt",2
"1814.txt",1
"1815.txt",2
"1816.txt",2
"1817.txt",4
"1818.txt",1
"1819.txt",2
"181.txt",4
"1820.txt",2
"1821.txt",4
"1822.txt",2
"1823.txt",2
"1824.txt",4
"1825.txt",4
"1826.txt",2
"1827.txt",5
"1828.txt",3
"1829.txt",3
"182.txt",4
"1830.txt",4
"1831.txt",2
"1832.txt",4
"1833.txt",4
"1834.txt",1
"1835.txt",1
"1836.txt",3
"1837.txt",1
"1838.txt",1
"1839.txt",1
"183.txt",4
"1840.txt",1
"1841.txt",5
"1842.txt",4
"1843.txt",3
"1844.txt",2
"1845.txt",4
"1846.txt",2
"1847.txt",4
"1848.txt",2
"1849.txt",4
"184.txt",4
"1850.txt",1
"1851.txt",4
"1852.txt",2
"1853.txt",1
"1854.txt",4
"1855.txt",4
"1856.txt",2
"1857.txt",2
"1858.txt",2
"1859.txt",1
"185.txt",2
"1860.txt",2
"1861.txt",1
"1862.txt",1
"1863.txt",1
"1864.txt",4
"1865.txt",2
"1866.txt",1
"1867.txt",1
"1868.txt",1
"1869.txt",1
"186.txt",5
"1870.txt",1
"1871.txt",1
"1872.txt",1
"1873.txt",1
"1874.txt",2
"1875.txt",1
"1876.txt",1
"1877.txt",5
"1878.txt",1
"1879.txt",2
"187.txt",1
"1880.txt",1
"1881.txt",1
"1882.txt",1
"1883.txt",2
"1884.txt",1
"1885.txt",2
"1886.txt",1
"1887.txt",2
"1888.txt",2
"1889.txt",2
"188.txt",4
"1890.txt",1
"1891.txt",1
"1892.txt",1
"1893.txt",1
"1894.txt",1
"1895.txt",1
"1896.txt",2
"1897.txt",2
"1898.txt",1
"1899.txt",2
"189.txt",1
"18.txt",2
"1900.txt",1
"1901.txt",3
"1902.txt",2
"1903.txt",1
"1904.txt",3
"1906.txt",3
"1907.txt",2
"1908.txt",1
"1909.txt",1
"190.txt",4
"1910.txt",1
"1911.txt",1
"1912.txt",5
"1913.txt",2
"1914.txt",2
"1915.txt",4
"1916.txt",2
"1917.txt",1
"1918.txt",2
"1919.txt",2
"191.txt",5
"1920.txt",2
"1921.txt",2
"1922.txt",4
"1923.txt",2
"1924.txt",1
"1925.txt",2
"1926.txt",3
"1927.txt",2
"1928.txt",2
"1929.txt",2
"192.txt",1
"1930.txt",3
"1931.txt",4
"1932.txt",1
"1933.txt",4
"1934.txt",4
"1935.txt",2
"1936.txt",2
"1937.txt",4
"1938.txt",4
"1939.txt",2
"193.txt",2
"1940.txt",2
"1941.txt",2
"1942.txt",1
"1943.txt",5
"1944.txt",2
"1945.txt",2
"1946.txt",1
"1947.txt",2
"1948.txt",2
"1949.txt",2
"194.txt",2
"1950.txt",2
"1951.txt",2
"1952.txt",2
"1953.txt",1
"1954.txt",3
"1955.txt",1
"1956.txt",2
"1957.txt",2
"1958.txt",2
"1959.txt",2
"195.txt",1
"1960.txt",1
"1961.txt",2
"1962.txt",4
"1963.txt",2
"1964.txt",2
"1965.txt",4
"1966.txt",2
"1967.txt",2
"1968.txt",2
"1969.txt",2
"196.txt",5
"1970.txt",2
"1971.txt",2
"1973.txt",2
"1974.txt",2
"1975.txt",1
"1976.txt",1
"1977.txt",2
"1978.txt",2
"1979.txt",3
"197.txt",4
"1980.txt",2
"1981.txt",1
"1982.txt",2
"1983.txt",5
"1984.txt",4
"1985.txt",5
"1986.txt",2
"1987.txt",2
"1988.txt",1
"1989.txt",4
"198.txt",3
"1990.txt",2
"1991.txt",2
"1992.txt",2
"1993.txt",2
"1994.txt",2
"1995.txt",2
"1996.txt",1
"1997.txt",1
"1998.txt",2
"1999.txt",5
"199.txt",1
"19.txt",2
"2000.txt",2
"2001.txt",5
"2002.txt",2
"2003.txt",1
"2004.txt",3
"2005.txt",4
"2006.txt",2
"2007.txt",4
"2008.txt",1
"2009.txt",2
"200.txt",5
"2010.txt",5
"2011.txt",2
"2012.txt",4
"2013.txt",2
"2014.txt",2
"2016.txt",4
"2017.txt",1
"2018.txt",4
"2019.txt",4
"201.txt",5
"2020.txt",3
"2021.txt",2
"2022.txt",2
"2023.txt",3
"2024.txt",5
"2025.txt",3
"2026.txt",5
"2027.txt",4
"2028.txt",5
"2029.txt",4
"202.txt",5
"2030.txt",2
"2031.txt",1
"2032.txt",1
"2033.txt",4
"2034.txt",1
"2035.txt",2
"2036.txt",1
"2037.txt",4
"2038.txt",5
"2039.txt",2
"203.txt",5
"2040.txt",1
"2041.txt",1
"2042.txt",5
"2043.txt",1
"2044.txt",1
"2045.txt",1
"2046.txt",4
"2047.txt",3
"2048.txt",4
"2049.txt",1
"204.txt",5
"2050.txt",1
"2051.txt",1
"2052.txt",1
"2053.txt",1
"2054.txt",1
"2055.txt",1
"2056.txt",1
"2057.txt",1
"2058.txt",1
"2059.txt",1
"205.txt",5
"2060.txt",1
"2061.txt",1
"2062.txt",1
"2063.txt",1
"2064.txt",1
"2065.txt",1
"2066.txt",1
"2067.txt",1
"2068.txt",5
"2069.txt",1
"206.txt",5
"2070.txt",1
"2071.txt",1
"2072.txt",1
"2073.txt",1
"2074.txt",1
"2075.txt",1
"2076.txt",1
"2077.txt",2
"2078.txt",1
"2079.txt",1
"207.txt",5
"2080.txt",1
"2081.txt",1
"2082.txt",1
"2083.txt",1
"2084.txt",5
"2085.txt",5
"2086.txt",2
"2087.txt",2
"2088.txt",1
"2089.txt",1
"208.txt",4
"2090.txt",5
"2091.txt",5
"2092.txt",2
"2093.txt",1
"2094.txt",3
"2095.txt",5
"2096.txt",1
"2097.txt",1
"2099.txt",3
"209.txt",4
"20.txt",5
"2100.txt",3
"2101.txt",1
"2102.txt",1
"2103.txt",2
"2104.txt",2
"2105.txt",1
"2106.txt",1
"2107.txt",4
"2108.txt",2
"2109.txt",5
"210.txt",4
"2110.txt",2
"2111.txt",5
"2113.txt",1
"2114.txt",5
"2115.txt",1
"2116.txt",1
"2117.txt",3
"2118.txt",5
"2119.txt",1
"211.txt",4
"2120.txt",4
"2121.txt",4
"2122.txt",4
"2123.txt",5
"2124.txt",1
"2125.txt",4
"2126.txt",1
"2127.txt",1
"2128.txt",1
"2129.txt",4
"212.txt",3
"2130.txt",1
"2131.txt",3
"2132.txt",1
"2133.txt",2
"2134.txt",1
"2135.txt",5
"2136.txt",3
"2137.txt",1
"2138.txt",3
"2139.txt",5
"213.txt",5
"2141.txt",3
"2142.txt",3
"2143.txt",1
"2144.txt",2
"2145.txt",2
"2146.txt",3
"2147.txt",3
"2148.txt",3
"2149.txt",3
"214.txt",5
"2150.txt",2
"2151.txt",1
"2152.txt",1
"2153.txt",5
"2154.txt",1
"2155.txt",5
"2156.txt",4
"2157.txt",3
"2158.txt",1
"2159.txt",1
"215.txt",2
"2160.txt",5
"2161.txt",5
"2162.txt",4
"2163.txt",5
"2164.txt",2
"2165.txt",4
"2166.txt",2
"2167.txt",5
"2168.txt",5
"2169.txt",5
"216.txt",3
"2170.txt",5
"2171.txt",3
"2172.txt",1
"2173.txt",2
"2174.txt",1
"2175.txt",1
"2176.txt",5
"2177.txt",3
"2178.txt",5
"2179.txt",1
"217.txt",5
"2180.txt",4
"2181.txt",5
"2182.txt",1
"2183.txt",3
"2184.txt",1
"2185.txt",2
"2186.txt",1
"2187.txt",1
"2188.txt",1
"2189.txt",1
"218.txt",1
"2190.txt",1
"2191.txt",1
"2192.txt",1
"2193.txt",1
"2194.txt",4
"2195.txt",4
"2196.txt",5
"2197.txt",4
"2198.txt",1
"2199.txt",4
"219.txt",2
"21.txt",2
"2200.txt",4
"2201.txt",1
"2202.txt",4
"2203.txt",1
"2204.txt",1
"2205.txt",1
"2206.txt",1
"2207.txt",4
"2208.txt",2
"2209.txt",4
"220.txt",2
"2210.txt",4
"2211.txt",3
"2212.txt",4
"2213.txt",5
"2214.txt",2
"2215.txt",4
"2216.txt",5
"2217.txt",5
"2218.txt",2
"2219.txt",3
"221.txt",5
"2220.txt",2
"2221.txt",2
"2222.txt",4
"2223.txt",3
"2224.txt",2
"2225.txt",4
"2226.txt",5
"2227.txt",5
"2228.txt",1
"2229.txt",1
"222.txt",5
"2230.txt",3
"2231.txt",2
"2232.txt",5
"2233.txt",5
"2234.txt",4
"2235.txt",3
"2236.txt",4
"2237.txt",5
"2238.txt",5
"2239.txt",2
"223.txt",1
"2241.txt",2
"2242.txt",4
"2243.txt",1
"2244.txt",5
"2245.txt",1
"2246.txt",1
"2247.txt",1
"2248.txt",4
"2249.txt",1
"224.txt",5
"2250.txt",1
"2251.txt",1
"2252.txt",1
"2253.txt",4
"2254.txt",1
"2255.txt",2
"2256.txt",1
"2257.txt",1
"2258.txt",5
"2259.txt",1
"225.txt",2
"2260.txt",3
"2261.txt",4
"2262.txt",4
"2263.txt",4
"2264.txt",1
"2265.txt",2
"2266.txt",3
"2267.txt",4
"2268.txt",2
"2269.txt",2
"226.txt",1
"2270.txt",3
"2271.txt",1
"2272.txt",2
"2273.txt",3
"2274.txt",4
"2275.txt",5
"2276.txt",4
"2277.txt",5
"2278.txt",1
"2279.txt",4
"227.txt",1
"2280.txt",3
"2281.txt",1
"2282.txt",2
"2283.txt",5
"2284.txt",2
"2285.txt",4
"2286.txt",3
"2287.txt",3
"2288.txt",2
"2289.txt",3
"228.txt",2
"2290.txt",3
"2291.txt",2
"2292.txt",3
"2293.txt",4
"2294.txt",4
"2295.txt",4
"2296.txt",3
"2297.txt",1
"2298.txt",1
"2299.txt",4
"22.txt",1
"2300.txt",4
"2301.txt",2
"2302.txt",2
"2303.txt",1
"2304.txt",4
"2305.txt",4
"2306.txt",5
"2307.txt",2
"2308.txt",4
"2309.txt",3
"230.txt",1
"2310.txt",1
"2311.txt",4
"2312.txt",3
"2313.txt",4
"2314.txt",4
"2315.txt",4
"2316.txt",3
"2317.txt",4
"2318.txt",5
"2319.txt",4
"231.txt",1
"2320.txt",3
"2321.txt",4
"2322.txt",3
"2323.txt",4
"2324.txt",2
"2325.txt",4
"2326.txt",4
"2327.txt",4
"2328.txt",2
"2329.txt",2
"232.txt",1
"2330.txt",5
"2331.txt",2
"2332.txt",4
"2333.txt",5
"2334.txt",3
"2335.txt",4
"2336.txt",5
"2337.txt",2
"2338.txt",2
"2339.txt",4
"233.txt",1
"2340.txt",4
"2341.txt",3
"2342.txt",4
"2343.txt",4
"2344.txt",1
"2345.txt",3
"2346.txt",4
"2347.txt",4
"2348.txt",4
"2349.txt",2
"234.txt",1
"2350.txt",5
"2351.txt",4
"2352.txt",2
"2353.txt",2
"2354.txt",5
"2355.txt",3
"2356.txt",4
"2357.txt",2
"2358.txt",2
"2359.txt",4
"235.txt",1
"2360.txt",2
"2361.txt",4
"2362.txt",1
"2363.txt",4
"2364.txt",1
"2365.txt",4
"2366.txt",4
"2367.txt",2
"2368.txt",5
"2369.txt",2
"236.txt",3
"2370.txt",1
"2371.txt",4
"2372.txt",3
"2373.txt",2
"2374.txt",2
"2375.txt",3
"2376.txt",1
"2377.txt",4
"2378.txt",4
"2379.txt",3
"237.txt",1
"2380.txt",4
"2381.txt",4
"2382.txt",1
"2383.txt",1
"2384.txt",2
"2385.txt",4
"2386.txt",1
"2387.txt",4
"2388.txt",2
"2389.txt",1
"238.txt",1
"2390.txt",1
"2391.txt",2
"2392.txt",1
"2393.txt",1
"2394.txt",2
"2395.txt",1
"2396.txt",1
"2397.txt",1
"2398.txt",4
"2399.txt",2
"239.txt",1
"23.txt",3
"2400.txt",4
"2401.txt",2
"2402.txt",4
"2403.txt",4
"2404.txt",3
"2405.txt",2
"2406.txt",2
"2407.txt",4
"2408.txt",2
"2409.txt",1
"240.txt",5
"2410.txt",3
"2411.txt",3
"2412.txt",2
"2413.txt",3
"2414.txt",2
"2415.txt",3
"2416.txt",2
"2417.txt",3
"2418.txt",4
"2419.txt",3
"241.txt",1
"2420.txt",3
"2421.txt",1
"2422.txt",4
"2423.txt",2
"2424.txt",4
"2425.txt",4
"2426.txt",3
"2427.txt",2
"2428.txt",4
"2429.txt",1
"242.txt",3
"2430.txt",4
"2431.txt",5
