"","V1"
"1408.txt",8
"1409.txt",8
"140.txt",2
"1410.txt",8
"1411.txt",1
"1412.txt",6
"1413.txt",6
"1414.txt",8
"1415.txt",8
"1416.txt",8
"1417.txt",8
"1418.txt",8
"1419.txt",10
"141.txt",2
"1420.txt",6
"1421.txt",8
"1422.txt",8
"1423.txt",2
"1424.txt",9
"1425.txt",8
"1426.txt",8
"1427.txt",8
"1428.txt",8
"1429.txt",8
"142.txt",1
"1430.txt",8
"1431.txt",8
"1432.txt",8
"1433.txt",4
"1434.txt",9
"1435.txt",8
"1436.txt",1
"1437.txt",8
"1438.txt",1
"1439.txt",5
"143.txt",10
"1440.txt",5
"1441.txt",2
"1442.txt",6
"1443.txt",10
"1444.txt",7
"1445.txt",8
"1446.txt",5
"1447.txt",7
"1448.txt",4
"1449.txt",7
"144.txt",4
"1450.txt",6
"1451.txt",9
"1452.txt",8
"1453.txt",9
"1454.txt",1
"1455.txt",2
"1456.txt",1
"1457.txt",1
"1458.txt",7
"1459.txt",6
"145.txt",4
"1460.txt",8
"1461.txt",10
"1462.txt",8
"1463.txt",6
"1464.txt",10
"1465.txt",6
"1466.txt",3
"1467.txt",8
"1468.txt",3
"1469.txt",7
"146.txt",5
"1470.txt",9
"1471.txt",3
"1472.txt",9
"1473.txt",8
"1474.txt",9
"1475.txt",3
"1476.txt",4
"1477.txt",2
"1478.txt",3
"1479.txt",8
"147.txt",1
"1480.txt",2
"1481.txt",2
"1482.txt",5
"1483.txt",9
"1484.txt",4
"1485.txt",8
"1486.txt",9
"1487.txt",3
"1488.txt",8
"1489.txt",2
"148.txt",3
"1490.txt",9
"1491.txt",6
"1492.txt",1
"1493.txt",3
"1494.txt",7
"1495.txt",10
"1496.txt",3
"1497.txt",8
"1498.txt",8
"1499.txt",8
"149.txt",10
"14.txt",4
"1500.txt",5
"1501.txt",1
"1502.txt",6
"1503.txt",10
"1504.txt",9
"1505.txt",10
"1507.txt",9
"1508.txt",6
"1509.txt",6
"150.txt",9
"1510.txt",6
"1511.txt",5
"1512.txt",3
"1513.txt",5
"1514.txt",6
"1515.txt",8
"1516.txt",6
"1517.txt",7
"1518.txt",4
"1519.txt",6
"151.txt",2
"1520.txt",3
"1521.txt",6
"1522.txt",6
"1523.txt",1
"1524.txt",3
"1525.txt",7
"1526.txt",9
"1527.txt",8
"1528.txt",7
"1529.txt",7
"152.txt",2
"1530.txt",6
"1531.txt",1
"1532.txt",10
"1533.txt",6
"1534.txt",6
"1535.txt",6
"1536.txt",6
"1537.txt",9
"1538.txt",6
"1539.txt",9
"153.txt",1
"1540.txt",4
"1541.txt",6
"1542.txt",3
"1543.txt",9
"1544.txt",3
"1545.txt",5
"1546.txt",10
"1547.txt",6
"1548.txt",6
"1549.txt",3
"154.txt",3
"1550.txt",2
"1551.txt",6
"1552.txt",5
"1553.txt",6
"1554.txt",9
"1555.txt",6
"1556.txt",5
"1557.txt",9
"1558.txt",3
"1559.txt",6
"155.txt",7
"1560.txt",6
"1561.txt",6
"1562.txt",6
"1563.txt",4
"1564.txt",7
"1565.txt",6
"1566.txt",1
"1567.txt",6
"1568.txt",6
"1569.txt",2
"156.txt",3
"1570.txt",6
"1571.txt",6
"1572.txt",6
"1573.txt",6
"1574.txt",6
"1575.txt",2
"1576.txt",6
"1577.txt",6
"1578.txt",6
"1579.txt",6
"157.txt",3
"1580.txt",6
"1581.txt",6
"1582.txt",6
"1583.txt",6
"1584.txt",5
"1585.txt",9
"1586.txt",9
"1587.txt",6
"1588.txt",1
"158.txt",7
"1590.txt",10
"1591.txt",2
"1592.txt",2
"1593.txt",2
"1594.txt",9
"1595.txt",5
"1596.txt",6
"1597.txt",10
"1598.txt",1
"1599.txt",9
"159.txt",4
"15.txt",4
"1600.txt",6
"1601.txt",6
"1602.txt",6
"1603.txt",5
"1604.txt",6
"1605.txt",4
"1606.txt",4
"1607.txt",5
"1608.txt",6
"1609.txt",6
"160.txt",7
"1610.txt",10
"1611.txt",10
"1612.txt",7
"1613.txt",1
"1614.txt",5
"1615.txt",4
"1616.txt",6
"1617.txt",6
"1618.txt",7
"1619.txt",7
"161.txt",1
"1620.txt",10
"1621.txt",4
"1622.txt",6
"1623.txt",6
"1624.txt",9
"1625.txt",6
"1626.txt",8
"1627.txt",9
"1628.txt",6
"1629.txt",9
"162.txt",4
"1630.txt",9
"1631.txt",1
"1632.txt",9
"1633.txt",9
"1634.txt",2
"1635.txt",9
"1636.txt",2
"1637.txt",2
"1638.txt",1
"1639.txt",9
"163.txt",3
"1640.txt",4
"1643.txt",3
"1644.txt",1
"1645.txt",6
"1646.txt",6
"1647.txt",3
"1648.txt",7
"1649.txt",6
"164.txt",5
"1650.txt",6
"1651.txt",2
"1652.txt",7
"1653.txt",4
"1654.txt",1
"1655.txt",2
"1657.txt",2
"1658.txt",9
"1659.txt",10
"165.txt",5
"1660.txt",4
"1661.txt",1
"1662.txt",2
"1663.txt",3
"1664.txt",10
"1665.txt",9
"1666.txt",3
"1667.txt",9
"1668.txt",10
"1669.txt",8
"166.txt",3
"1670.txt",10
"1671.txt",7
"1672.txt",10
"1673.txt",1
"1674.txt",3
"1675.txt",10
"1676.txt",6
"1677.txt",5
"1678.txt",10
"1679.txt",9
"167.txt",5
"1680.txt",2
"1681.txt",10
"1682.txt",2
"1683.txt",5
"1684.txt",3
"1686.txt",2
"1687.txt",10
"1688.txt",5
"1689.txt",10
"168.txt",10
"1690.txt",1
"1692.txt",10
"1693.txt",5
"1694.txt",4
"1695.txt",8
"1696.txt",10
"1697.txt",5
"1698.txt",2
"1699.txt",4
"169.txt",1
"16.txt",4
"1700.txt",3
"1701.txt",5
"1702.txt",1
"1703.txt",5
"1704.txt",8
"1705.txt",8
"1706.txt",4
"1707.txt",3
"1708.txt",3
"1709.txt",4
"170.txt",5
"1710.txt",1
"1711.txt",8
"1712.txt",8
"1713.txt",5
"1714.txt",3
"1715.txt",4
"1716.txt",3
"1717.txt",1
"1718.txt",3
"1719.txt",4
"171.txt",5
"1720.txt",6
"1721.txt",5
"1722.txt",7
"1723.txt",10
"1724.txt",5
"1725.txt",5
"1726.txt",8
"1727.txt",1
"1728.txt",6
"1729.txt",1
"172.txt",2
"1730.txt",6
"1731.txt",6
"1732.txt",3
"1733.txt",3
"1734.txt",6
"1735.txt",7
"1736.txt",6
"1737.txt",6
"1738.txt",9
"1739.txt",10
"173.txt",2
"1740.txt",6
"1741.txt",6
"1742.txt",4
"1743.txt",6
"1744.txt",6
"1745.txt",10
"1746.txt",10
"1747.txt",2
"1748.txt",6
"1749.txt",6
"174.txt",5
"1750.txt",3
"1751.txt",6
"1752.txt",6
"1753.txt",5
"1754.txt",5
"1755.txt",6
"1756.txt",4
"1757.txt",6
"1758.txt",8
"1759.txt",2
"175.txt",8
"1760.txt",9
"1761.txt",1
"1762.txt",5
"1763.txt",4
"1764.txt",6
"1765.txt",4
"1766.txt",6
"1767.txt",4
"1768.txt",3
"1769.txt",3
"176.txt",5
"1770.txt",1
"1771.txt",6
"1772.txt",7
"1773.txt",5
"1774.txt",9
"1775.txt",5
"1776.txt",9
"1777.txt",2
"1778.txt",4
"1779.txt",9
"177.txt",4
"1780.txt",7
"1781.txt",4
"1782.txt",2
"1783.txt",1
"1784.txt",9
"1785.txt",1
"1786.txt",9
"1787.txt",4
"1788.txt",2
"1789.txt",1
"178.txt",5
"1790.txt",9
"1791.txt",6
"1792.txt",1
"1793.txt",8
"1794.txt",1
"1795.txt",3
"1796.txt",10
"1797.txt",3
"1798.txt",3
"1799.txt",2
"179.txt",5
"17.txt",7
"1800.txt",7
"1801.txt",1
"1802.txt",2
"1803.txt",4
"1804.txt",1
"1805.txt",7
"1806.txt",5
"1807.txt",6
"1808.txt",2
"1809.txt",3
"180.txt",10
"1810.txt",8
"1811.txt",6
"1812.txt",2
"1813.txt",3
"1814.txt",10
"1815.txt",3
"1816.txt",2
"1817.txt",8
"1818.txt",7
"1819.txt",1
"181.txt",4
"1820.txt",4
"1821.txt",3
"1822.txt",2
"1823.txt",5
"1824.txt",6
"1825.txt",1
"1826.txt",10
"1827.txt",6
"1828.txt",1
"1829.txt",7
"182.txt",4
"1830.txt",8
"1831.txt",3
"1832.txt",2
"1833.txt",6
"1834.txt",7
"1835.txt",7
"1836.txt",5
"1837.txt",7
"1838.txt",8
"1839.txt",1
"183.txt",5
"1840.txt",3
"1841.txt",10
"1842.txt",2
"1843.txt",3
"1844.txt",3
"1845.txt",3
"1846.txt",6
"1847.txt",4
"1848.txt",3
"1849.txt",7
"184.txt",5
"1850.txt",1
"1851.txt",9
"1852.txt",9
"1853.txt",1
"1854.txt",4
"1855.txt",8
"1856.txt",3
"1857.txt",1
"1858.txt",1
"1859.txt",1
"185.txt",1
"1860.txt",3
"1861.txt",2
"1862.txt",3
"1863.txt",1
"1864.txt",10
"1865.txt",6
"1866.txt",7
"1867.txt",5
"1868.txt",1
"1869.txt",10
"186.txt",5
"1870.txt",2
"1871.txt",6
"1872.txt",9
"1873.txt",3
"1874.txt",7
"1875.txt",7
"1876.txt",8
"1877.txt",1
"1878.txt",3
"1879.txt",7
"187.txt",5
"1880.txt",7
"1881.txt",10
"1882.txt",2
"1883.txt",8
"1884.txt",8
"1885.txt",3
"1886.txt",7
"1887.txt",8
"1888.txt",7
"1889.txt",2
"188.txt",2
"1890.txt",8
"1891.txt",6
"1892.txt",8
"1893.txt",10
"1894.txt",10
"1895.txt",10
"1896.txt",2
"1898.txt",4
"1899.txt",6
"189.txt",4
"18.txt",4
"1900.txt",8
"1901.txt",6
"1902.txt",1
"1903.txt",1
"1904.txt",1
"1905.txt",6
"1906.txt",6
"1907.txt",4
"1908.txt",6
"1909.txt",1
"190.txt",6
"1910.txt",1
"1911.txt",1
"1912.txt",2
"1913.txt",5
"1914.txt",8
"1915.txt",6
"1916.txt",6
"1917.txt",6
"1918.txt",3
"1919.txt",1
"191.txt",5
"1920.txt",1
"1921.txt",7
"1922.txt",1
"1923.txt",8
"1924.txt",8
"1925.txt",6
"1926.txt",9
"1927.txt",5
"1928.txt",1
"1929.txt",6
"192.txt",1
"1930.txt",6
"1931.txt",3
"1932.txt",6
"1933.txt",4
"1934.txt",6
"1935.txt",4
"1936.txt",5
"1937.txt",5
"1938.txt",7
"1939.txt",7
"193.txt",7
"1940.txt",7
"1941.txt",7
"1942.txt",3
"1943.txt",6
"1944.txt",7
"1945.txt",7
"1946.txt",7
"1947.txt",7
"1948.txt",7
"1949.txt",1
"194.txt",3
"1950.txt",2
"1951.txt",6
"1952.txt",7
"1953.txt",6
"1954.txt",4
"1955.txt",6
"1956.txt",7
"1957.txt",5
"1958.txt",10
"1959.txt",1
"195.txt",1
"1960.txt",6
"1961.txt",1
"1962.txt",1
"1963.txt",3
"1964.txt",4
"1965.txt",3
"1966.txt",7
"1967.txt",1
"1968.txt",4
"1969.txt",1
"196.txt",5
"1970.txt",1
"1971.txt",2
"1972.txt",6
"1973.txt",9
"1974.txt",8
"1975.txt",7
"1976.txt",1
"1977.txt",1
"1978.txt",10
"1979.txt",10
"197.txt",9
"1980.txt",8
"1981.txt",4
"1982.txt",6
"1983.txt",6
"1984.txt",7
"1985.txt",5
"1986.txt",6
"1987.txt",6
"1988.txt",9
"1989.txt",7
"198.txt",5
"1990.txt",10
"1991.txt",7
"1992.txt",4
"1993.txt",2
"1994.txt",10
"1995.txt",7
"1996.txt",10
"1997.txt",6
"1998.txt",7
"1999.txt",3
"199.txt",3
"19.txt",4
"2000.txt",7
"2001.txt",4
"2002.txt",5
"2003.txt",7
"2004.txt",7
"2005.txt",3
"2006.txt",7
"2007.txt",3
"2008.txt",7
"2009.txt",9
"200.txt",5
"2010.txt",6
"2011.txt",2
"2012.txt",7
"2013.txt",5
"2014.txt",3
"2015.txt",3
"2016.txt",1
"2017.txt",9
"2018.txt",7
"2019.txt",3
"201.txt",6
"2020.txt",3
"2021.txt",6
"2022.txt",4
"2023.txt",7
"2024.txt",7
"2025.txt",8
"2026.txt",4
"2027.txt",7
"2028.txt",5
"2029.txt",4
"202.txt",7
"2030.txt",10
"2031.txt",2
"2032.txt",1
"2033.txt",9
"2034.txt",4
"2035.txt",9
"2036.txt",8
"2037.txt",2
"2038.txt",7
"2039.txt",1
"203.txt",5
"2040.txt",10
"2041.txt",9
"2042.txt",7
"2043.txt",2
"2044.txt",9
"2045.txt",3
"2046.txt",9
"2047.txt",10
"2048.txt",2
"2049.txt",4
"204.txt",3
"2050.txt",2
"2051.txt",9
"2053.txt",4
"2054.txt",3
"2055.txt",4
"2056.txt",9
"2057.txt",4
"2058.txt",3
"2059.txt",8
"205.txt",5
"2060.txt",4
"2061.txt",5
"2062.txt",10
"2063.txt",1
"2064.txt",6
"2065.txt",9
"2066.txt",8
"2067.txt",2
"2068.txt",3
"2069.txt",1
"206.txt",1
"2070.txt",8
"2071.txt",2
"2072.txt",9
"2073.txt",4
"2074.txt",1
"2075.txt",6
"2076.txt",4
"2077.txt",2
"2078.txt",2
"2079.txt",9
"207.txt",4
"2080.txt",1
"2081.txt",3
"2082.txt",6
"2083.txt",7
"2084.txt",2
"2086.txt",5
"2087.txt",1
"2088.txt",9
"2089.txt",2
"208.txt",10
"2090.txt",1
"2091.txt",1
"2092.txt",7
"2093.txt",9
"2094.txt",1
"2095.txt",1
"2096.txt",2
"2097.txt",3
"2098.txt",1
"2099.txt",4
"209.txt",4
"20.txt",8
"2100.txt",8
"2101.txt",7
"2102.txt",7
"2103.txt",3
"2104.txt",3
"2105.txt",2
"2106.txt",4
"2107.txt",1
"2108.txt",1
"2109.txt",1
"210.txt",5
"2110.txt",2
"2111.txt",3
"2112.txt",5
"2113.txt",1
"2114.txt",2
"2115.txt",9
"2116.txt",4
"2117.txt",7
"2118.txt",2
"2119.txt",5
"211.txt",1
"2120.txt",8
"2121.txt",1
"2122.txt",1
"2123.txt",4
"2124.txt",2
"2125.txt",7
"2126.txt",5
"2127.txt",2
"2128.txt",10
"2129.txt",4
"212.txt",10
"2130.txt",2
"2131.txt",1
"2132.txt",1
"2133.txt",3
"2134.txt",4
"2135.txt",7
"2136.txt",4
"2137.txt",4
"2138.txt",4
"2139.txt",3
"213.txt",6
"2140.txt",3
"2141.txt",1
"2142.txt",4
"2143.txt",1
"2144.txt",4
"2145.txt",9
"2146.txt",4
"2147.txt",4
"2148.txt",4
"2149.txt",6
"214.txt",5
"2150.txt",3
"2151.txt",3
"2152.txt",3
"2153.txt",6
"2154.txt",1
"2155.txt",4
"2156.txt",2
"2157.txt",9
"2158.txt",1
"2159.txt",1
"215.txt",4
"2160.txt",7
"2161.txt",1
"2162.txt",8
"2163.txt",10
"2164.txt",2
"2165.txt",2
"2166.txt",3
"2167.txt",1
"2168.txt",4
"2169.txt",1
"216.txt",4
"2170.txt",1
"2171.txt",5
"2172.txt",2
"2173.txt",5
"2174.txt",1
"2175.txt",2
"2176.txt",3
"2177.txt",4
"2178.txt",10
"2179.txt",5
"217.txt",5
"2180.txt",4
"2181.txt",6
"2182.txt",8
"2183.txt",2
"2184.txt",2
"2185.txt",5
"2186.txt",7
"2187.txt",6
"2188.txt",5
"2189.txt",7
"218.txt",5
"2190.txt",2
"2191.txt",1
"2192.txt",1
"2193.txt",5
"2194.txt",4
"2195.txt",2
"2196.txt",3
"2197.txt",6
"2198.txt",3
"2199.txt",2
"219.txt",5
"21.txt",9
"2200.txt",1
"2201.txt",3
"2202.txt",6
"2203.txt",1
"2204.txt",2
"2205.txt",10
"2206.txt",3
"2207.txt",3
"2208.txt",4
"2209.txt",2
"220.txt",2
"2210.txt",5
"2211.txt",3
"2212.txt",2
"2213.txt",2
"2214.txt",3
"2215.txt",2
"2216.txt",2
"2217.txt",8
"2218.txt",8
"2219.txt",6
"221.txt",7
"2220.txt",8
"2221.txt",3
"2222.txt",7
"2223.txt",3
"2224.txt",2
"2225.txt",2
"2226.txt",3
"2227.txt",1
"2228.txt",2
"2229.txt",5
"222.txt",5
"2230.txt",8
"2231.txt",7
"2232.txt",3
"2233.txt",9
"2234.txt",1
"2235.txt",1
"2236.txt",1
"2237.txt",4
"2238.txt",7
"2239.txt",1
"223.txt",6
"2240.txt",1
"2241.txt",2
"2242.txt",10
"2243.txt",5
"2244.txt",4
"2245.txt",6
"2246.txt",8
"2247.txt",4
"2248.txt",3
"2249.txt",2
"224.txt",2
"2250.txt",2
"2251.txt",4
"2252.txt",5
"2253.txt",2
"2254.txt",1
"2255.txt",9
"2256.txt",5
"2257.txt",1
"2258.txt",4
"2259.txt",2
"225.txt",4
"2260.txt",2
"2261.txt",2
"2262.txt",10
"2263.txt",2
"2264.txt",2
"2265.txt",2
"2266.txt",3
"2267.txt",2
"2268.txt",2
"2269.txt",4
"226.txt",4
"2270.txt",2
"2271.txt",2
"2272.txt",6
"2273.txt",3
"2274.txt",2
"2275.txt",9
"2276.txt",2
"2277.txt",2
"2278.txt",1
"2279.txt",9
"227.txt",4
"2280.txt",1
"2281.txt",3
"2282.txt",10
"2283.txt",3
"2284.txt",4
"2285.txt",1
"2286.txt",10
"2287.txt",9
"2288.txt",6
"2289.txt",8
"228.txt",4
"2290.txt",8
"2291.txt",7
"2292.txt",3
"2293.txt",3
"2294.txt",2
"2295.txt",1
"2296.txt",7
"2297.txt",8
"2298.txt",8
"2299.txt",3
"229.txt",4
"22.txt",9
"2300.txt",5
"2301.txt",1
"2302.txt",9
"2303.txt",3
"2304.txt",8
"2305.txt",2
"2306.txt",4
"2307.txt",4
"2308.txt",1
"2309.txt",3
"230.txt",4
"2310.txt",4
"2311.txt",3
"2312.txt",1
"2313.txt",1
"2314.txt",8
"2315.txt",2
"2316.txt",5
"2317.txt",5
"2318.txt",7
"2319.txt",10
"231.txt",4
"2320.txt",3
"2321.txt",6
"2322.txt",2
"2323.txt",3
"2324.txt",10
"2325.txt",2
"2326.txt",6
"2327.txt",5
"2328.txt",5
"2329.txt",2
"232.txt",5
"2330.txt",4
"2331.txt",7
"2332.txt",9
"2333.txt",10
"2334.txt",2
"2335.txt",2
"2336.txt",1
"2337.txt",8
"2338.txt",1
"2339.txt",5
"233.txt",5
"2340.txt",10
"2341.txt",10
"2342.txt",4
"2343.txt",2
"2344.txt",1
"2345.txt",10
"2346.txt",3
"2347.txt",2
"2348.txt",2
"2349.txt",2
"234.txt",1
"2350.txt",2
"2351.txt",3
"2352.txt",2
"2353.txt",5
"2354.txt",2
"2355.txt",3
"2356.txt",2
"2357.txt",8
"2358.txt",4
"2359.txt",2
"235.txt",4
"2360.txt",4
"2361.txt",2
"2362.txt",2
"2363.txt",4
"2364.txt",4
"2365.txt",3
"2366.txt",10
"2367.txt",2
"2368.txt",2
"2369.txt",5
"236.txt",4
"2370.txt",4
"2371.txt",9
"2372.txt",2
"2373.txt",1
"2374.txt",2
"2375.txt",10
"2376.txt",5
"2377.txt",10
"2378.txt",4
"2379.txt",5
"237.txt",4
"2380.txt",10
"2381.txt",7
"2382.txt",1
"2383.txt",1
"2384.txt",9
"2385.txt",6
"2386.txt",1
"2387.txt",6
"2388.txt",2
"2389.txt",2
"238.txt",4
"2390.txt",2
"2391.txt",2
"2392.txt",2
"2393.txt",3
"2394.txt",5
"2395.txt",4
"2396.txt",3
"2397.txt",4
"2398.txt",2
"2399.txt",4
"239.txt",1
"23.txt",5
"2400.txt",2
"2401.txt",2
"2402.txt",2
"2403.txt",8
"2404.txt",2
"2405.txt",2
"2406.txt",4
"2407.txt",2
"2408.txt",8
"2409.txt",2
"240.txt",4
"2410.txt",2
"2411.txt",4
"2412.txt",2
"2413.txt",9
"2414.txt",2
"2415.txt",2
"2416.txt",2
"2417.txt",1
"2418.txt",4
"2419.txt",2
"241.txt",4
"2420.txt",2
"2421.txt",2
"2422.txt",9
"2423.txt",3
"2424.txt",3
"2425.txt",3
"2426.txt",9
"2427.txt",7
"2428.txt",7
"2429.txt",8
"242.txt",2
"2430.txt",2
"2431.txt",2
"2432.txt",8
"2433.txt",2
"2434.txt",10
