"","V1"
"1943.txt",6
"1944.txt",7
"1945.txt",6
"1946.txt",9
"1947.txt",9
"1948.txt",4
"1949.txt",9
"194.txt",1
"1950.txt",3
"1951.txt",3
"1952.txt",4
"1953.txt",9
"1954.txt",7
"1955.txt",4
"1956.txt",4
"1957.txt",5
"1958.txt",3
"1959.txt",10
"1960.txt",2
"1961.txt",10
"1962.txt",5
"1963.txt",1
"1964.txt",5
"1965.txt",3
"1966.txt",3
"1967.txt",6
"1968.txt",1
"1969.txt",2
"196.txt",6
"1970.txt",8
"1971.txt",9
"1972.txt",10
"1973.txt",1
"1974.txt",1
"1975.txt",5
"1976.txt",10
"1977.txt",4
"1978.txt",5
"1979.txt",4
"197.txt",2
"1980.txt",9
"1981.txt",4
"1982.txt",2
"1983.txt",6
"1984.txt",2
"1985.txt",1
"1986.txt",2
"1987.txt",10
"1988.txt",5
"1989.txt",10
"198.txt",1
"1990.txt",2
"1991.txt",9
"1992.txt",4
"1993.txt",2
"1994.txt",9
"1995.txt",9
"1996.txt",4
"1997.txt",5
"1998.txt",10
"1999.txt",10
"199.txt",1
"19.txt",2
"2000.txt",2
"2001.txt",4
"2002.txt",5
"2003.txt",4
"2004.txt",2
"2005.txt",2
"2006.txt",1
"2007.txt",5
"2008.txt",1
"2009.txt",2
"200.txt",6
"2010.txt",2
"2011.txt",9
"2012.txt",9
"2013.txt",1
"2014.txt",3
"2015.txt",2
"2016.txt",2
"2017.txt",10
"2018.txt",9
"2019.txt",1
"201.txt",2
"2020.txt",2
"2021.txt",2
"2022.txt",9
"2023.txt",5
"2024.txt",5
"2025.txt",1
"2026.txt",9
"2027.txt",5
"2028.txt",9
"2029.txt",1
"202.txt",4
"2030.txt",1
"2031.txt",5
"2032.txt",5
"2033.txt",1
"2034.txt",1
"2035.txt",9
"2036.txt",2
"2037.txt",3
"2038.txt",4
"2039.txt",4
"203.txt",9
"2040.txt",9
"2041.txt",8
"2042.txt",9
"2044.txt",9
"2045.txt",9
"2046.txt",9
"2047.txt",7
"2048.txt",8
"2049.txt",9
"204.txt",9
"2050.txt",6
"2051.txt",3
"2052.txt",3
"2053.txt",9
"2054.txt",4
"2055.txt",4
"2056.txt",3
"2057.txt",10
"2058.txt",4
"2059.txt",3
"205.txt",7
"2060.txt",2
"2061.txt",2
"2062.txt",2
"2063.txt",9
"2064.txt",9
"2065.txt",5
"2066.txt",2
"2067.txt",3
"2068.txt",1
"2069.txt",10
"206.txt",7
"2070.txt",10
"2071.txt",4
"2072.txt",8
"2073.txt",1
"2074.txt",4
"2075.txt",1
"2076.txt",1
"2077.txt",4
"2078.txt",5
"2079.txt",3
"207.txt",3
"2080.txt",2
"2081.txt",1
"2082.txt",4
"2083.txt",4
"2084.txt",2
"2085.txt",4
"2086.txt",9
"2087.txt",1
"2088.txt",9
"2089.txt",9
"208.txt",1
"2090.txt",4
"2091.txt",4
"2092.txt",9
"2093.txt",2
"2094.txt",3
"2095.txt",5
"2096.txt",5
"2097.txt",3
"2098.txt",1
"2099.txt",1
"209.txt",9
"20.txt",3
"2100.txt",7
"2101.txt",6
"2102.txt",2
"2103.txt",5
"2104.txt",10
"2105.txt",5
"2106.txt",5
"2107.txt",10
"2108.txt",3
"2109.txt",5
"210.txt",5
"2110.txt",1
"2111.txt",10
"2112.txt",8
"2113.txt",3
"2114.txt",8
"2115.txt",6
"2116.txt",1
"2117.txt",3
"2118.txt",10
"2119.txt",9
"211.txt",2
"2120.txt",6
"2121.txt",1
"2122.txt",5
"2123.txt",7
"2124.txt",1
"2125.txt",10
"2126.txt",1
"2127.txt",10
"2128.txt",3
"2129.txt",10
"212.txt",2
"2130.txt",10
"2131.txt",1
"2132.txt",3
"2133.txt",9
"2134.txt",6
"2135.txt",3
"2136.txt",1
"2137.txt",1
"2138.txt",6
"2139.txt",7
"213.txt",2
"2140.txt",1
"2141.txt",6
"2142.txt",8
"2143.txt",3
"2144.txt",1
"2145.txt",1
"2146.txt",7
"2147.txt",6
"2148.txt",10
"2149.txt",1
"214.txt",5
"2150.txt",10
"2151.txt",9
"2152.txt",9
"2153.txt",1
"2154.txt",1
"2155.txt",10
"2156.txt",1
"2157.txt",2
"2158.txt",7
"2159.txt",6
"215.txt",4
"2160.txt",3
"2161.txt",9
"2162.txt",1
"2163.txt",4
"2164.txt",6
"2165.txt",9
"2166.txt",2
"2167.txt",6
"2168.txt",6
"2169.txt",6
"2170.txt",1
"2171.txt",6
"2172.txt",9
"2173.txt",6
"2174.txt",2
"2175.txt",1
"2176.txt",9
"2177.txt",9
"2178.txt",5
"2179.txt",1
"217.txt",7
"2180.txt",1
"2181.txt",1
"2182.txt",1
"2183.txt",5
"2184.txt",4
"2185.txt",4
"2186.txt",3
"2187.txt",10
"2188.txt",3
"2189.txt",5
"218.txt",9
"2190.txt",3
"2191.txt",3
"2192.txt",8
"2193.txt",7
"2194.txt",6
"2195.txt",10
"2196.txt",1
"2197.txt",8
"2198.txt",1
"2199.txt",5
"219.txt",9
"21.txt",5
"2200.txt",6
"2201.txt",1
"2202.txt",6
"2203.txt",1
"2204.txt",2
"2205.txt",2
"2206.txt",5
"2207.txt",1
"2208.txt",7
"2209.txt",8
"220.txt",2
"2210.txt",5
"2211.txt",8
"2212.txt",9
"2213.txt",2
"2214.txt",8
"2215.txt",5
"2216.txt",4
"2217.txt",9
"2218.txt",1
"2219.txt",8
"221.txt",10
"2220.txt",1
"2221.txt",4
"2222.txt",3
"2223.txt",1
"2224.txt",1
"2225.txt",5
"2226.txt",1
"2227.txt",2
"2228.txt",1
"2229.txt",1
"222.txt",9
"2230.txt",5
"2231.txt",1
"2232.txt",8
"2233.txt",10
"2234.txt",8
"2235.txt",5
"2236.txt",1
"2237.txt",3
"2238.txt",1
"2239.txt",3
"223.txt",1
"2240.txt",10
"2241.txt",1
"2242.txt",2
"2243.txt",6
"2244.txt",2
"2245.txt",4
"2246.txt",6
"2247.txt",8
"2248.txt",1
"2249.txt",7
"224.txt",2
"2250.txt",4
"2251.txt",2
"2252.txt",6
"2253.txt",2
"2254.txt",1
"2255.txt",10
"2256.txt",1
"2257.txt",6
"2258.txt",5
"2259.txt",3
"225.txt",2
"2260.txt",1
"2261.txt",1
"2262.txt",2
"2263.txt",1
"2264.txt",1
"2265.txt",1
"2266.txt",2
"2267.txt",1
"2268.txt",8
"2269.txt",1
"226.txt",8
"2270.txt",1
"2271.txt",1
"2272.txt",1
"2273.txt",1
"2274.txt",1
"2275.txt",1
"2276.txt",1
"2277.txt",6
"2278.txt",6
"2279.txt",1
"227.txt",2
"2280.txt",3
"2281.txt",6
"2282.txt",10
"2283.txt",7
"2284.txt",10
"2285.txt",3
"2286.txt",2
"2287.txt",7
"2288.txt",1
"2289.txt",10
"228.txt",10
"2290.txt",1
"2291.txt",6
"2292.txt",10
"2293.txt",1
"2294.txt",3
"2295.txt",7
"2296.txt",3
"2297.txt",4
"2298.txt",2
"2299.txt",3
"229.txt",2
"22.txt",7
"2300.txt",3
"2301.txt",4
"2302.txt",10
"2303.txt",6
"2304.txt",6
"2305.txt",6
"2306.txt",6
"2307.txt",3
"2308.txt",10
"230.txt",2
"2310.txt",6
"2311.txt",1
"2312.txt",8
"2313.txt",6
"2314.txt",2
"2315.txt",6
"2316.txt",7
"2317.txt",8
"2318.txt",1
"2319.txt",2
"231.txt",9
"2320.txt",10
"2321.txt",2
"2322.txt",1
"2323.txt",6
"2324.txt",8
"2325.txt",9
"2326.txt",1
"2327.txt",8
"2328.txt",9
"2329.txt",1
"232.txt",10
"2330.txt",10
"2331.txt",1
"2333.txt",2
"2334.txt",2
"2335.txt",10
"2337.txt",1
"2338.txt",1
"2339.txt",1
"233.txt",1
"2340.txt",10
"2341.txt",1
"2342.txt",1
"2343.txt",6
"2344.txt",1
"2345.txt",1
"2346.txt",1
"2347.txt",9
"2348.txt",10
"2349.txt",2
"234.txt",7
"2350.txt",1
"2351.txt",1
"2352.txt",1
"2353.txt",1
"2354.txt",1
"2355.txt",1
"2356.txt",1
"2357.txt",1
"2358.txt",1
"2359.txt",1
"235.txt",2
"2360.txt",1
"2361.txt",9
"2362.txt",9
"2363.txt",9
"2364.txt",1
"2365.txt",1
"2366.txt",1
"2367.txt",1
"2368.txt",1
"2369.txt",2
"236.txt",2
"2370.txt",6
"2371.txt",5
"2372.txt",10
"2373.txt",7
"2374.txt",6
"2375.txt",8
"2376.txt",8
"2377.txt",4
"2378.txt",1
"2379.txt",3
"237.txt",2
"2380.txt",9
"2381.txt",7
"2382.txt",1
"2383.txt",8
"2384.txt",4
"2385.txt",2
"2386.txt",9
"2387.txt",5
"2388.txt",6
"2389.txt",6
"238.txt",1
"2390.txt",8
"2391.txt",10
"2392.txt",2
"2393.txt",6
"2394.txt",8
"2395.txt",9
"2396.txt",5
"2397.txt",1
"2398.txt",1
"2399.txt",2
"239.txt",4
"23.txt",4
"2400.txt",8
"2401.txt",2
"2402.txt",8
"2403.txt",3
"2404.txt",2
"2405.txt",8
"2406.txt",1
"2407.txt",2
"2408.txt",5
"2409.txt",2
"240.txt",8
"2410.txt",6
"2411.txt",6
"2412.txt",6
"2413.txt",9
"2414.txt",9
"2415.txt",4
"2416.txt",8
"2417.txt",10
"2418.txt",3
"2419.txt",7
"241.txt",2
"2420.txt",2
"2421.txt",7
"2422.txt",10
"2423.txt",1
"2424.txt",6
"2425.txt",9
"2426.txt",7
"2427.txt",4
"2428.txt",5
"2429.txt",4
"242.txt",8
"2430.txt",4
"2431.txt",7
"2432.txt",1
"2433.txt",4
"2434.txt",4
"2435.txt",7
"2436.txt",1
